timestamp,open,high,low,close,volume
2021-08-23,26.9400,27.3100,26.7700,27.0200,69504500
2021-08-20,26.4000,26.6300,26.1700,26.6000,84938300
2021-08-19,26.2600,26.8700,26.1300,26.6400,80808200
2021-08-18,27.0300,27.3100,26.6500,26.7900,86103100
2021-08-17,26.8400,27.6300,26.4500,27.0300,93623700
2021-08-16,29.2000,29.2400,28.2400,28.6400,101262100
2021-08-13,29.0600,29.6100,29.0200,29.3500,85201800
2021-08-12,28.6600,29.1900,28.5000,29.1000,94924000
2021-08-11,28.1600,28.9900,27.9700,28.6700,97606100
2021-08-10,28.3000,28.7800,28.2400,28.2800,84020600
2021-08-09,27.9500,28.2100,27.6700,28.1900,75027900
2021-08-06,28.5000,28.5400,28.0200,28.3900,50795800
2021-08-05,28.7500,28.9800,28.0600,28.3500,222989400
2021-08-04,26.5500,26.7700,25.9500,26.2800,87584700
2021-08-03,26.3600,26.8700,25.7900,26.8500,71528500
2021-08-02,27.2000,27.4100,26.3700,26.4100,70038500
2021-07-30,27.6000,27.8300,26.8300,26.9100,73599300
2021-07-29,27.8000,27.9200,27.5000,27.8100,43599300
2021-07-28,27.4300,27.9000,27.2000,27.7100,46578000
2021-07-27,27.3500,27.4000,26.9000,27.1500,51657100
2021-07-26,26.7400,27.4700,26.7200,27.4700,46397400
2021-07-23,27.1000,27.1700,26.6800,26.7400,33771100
2021-07-22,27.0000,27.2200,26.7100,26.9000,37427800
2021-07-21,26.7900,27.2400,26.5900,26.9600,50123800
2021-07-20,26.1900,26.9400,25.9000,26.5900,63094600
2021-07-19,25.9700,26.4500,25.8600,26.2400,79830300
2021-07-16,27.2300,27.3800,26.5800,26.6800,67461300
2021-07-15,27.4900,27.6300,26.9200,27.0800,67607200
2021-07-14,28.1000,28.2000,27.5400,27.6700,51396600
2021-07-13,27.5600,27.9700,27.3800,27.9000,41201300
2021-07-12,27.5800,27.7800,27.2800,27.7300,52411700
2021-07-08,27.4000,27.6800,27.2700,27.4900,80200100
2021-07-07,28.1500,28.1500,27.4100,28.0500,73364500
2021-07-06,28.7000,28.8000,27.6700,27.6700,97035400
2021-07-05,29.0100,29.1600,28.3700,28.8500,55757300
2021-07-02,29.3000,29.3800,28.7300,29.1800,37220500
2021-07-01,29.7400,29.8800,28.9200,29.0600,64861900
2021-06-30,29.0300,29.5700,28.9200,29.4300,70912600
2021-06-29,29.0900,29.1800,28.7400,29.1800,43097700
2021-06-28,29.1800,29.2700,28.6700,29.0500,40163600
2021-06-25,29.6900,29.7900,28.9500,29.1000,84491400
2021-06-24,29.4900,29.6500,29.2200,29.6500,51139500
2021-06-23,29.2500,29.5200,29.0000,29.3000,57108000
2021-06-22,29.0000,29.2700,28.6700,29.1000,41436800
2021-06-21,28.4000,29.0000,28.4000,28.9500,50412800
2021-06-18,28.0000,28.4200,27.6400,28.3200,114058600
2021-06-17,29.0100,29.2000,27.9100,28.1300,94481900
2021-06-16,29.0800,29.2900,28.7700,29.1400,76779000
2021-06-15,28.9600,29.0600,28.6300,29.0300,42302800
2021-06-14,28.9000,29.3500,28.6100,28.7500,64040200
2021-06-11,28.8000,28.8500,28.2600,28.5700,54778000
2021-06-10,28.8300,29.0300,28.5700,28.6800,35660200
2021-06-09,28.7200,29.0800,28.5200,28.6600,60370100
2021-06-08,28.1700,28.8000,27.9600,28.6600,88138200
2021-06-07,28.5000,28.5500,28.0100,28.2900,74026100
2021-06-04,28.0600,28.6200,27.9200,28.5000,102398400
2021-06-02,27.3500,28.0700,27.2600,28.0600,104088900
2021-06-01,27.4000,27.7000,27.0100,27.2900,90018200
2021-05-31,26.9600,27.2000,26.7800,26.8700,46031300
2021-05-28,26.2000,27.0200,26.1500,26.9900,128991900
2021-05-27,26.0800,26.2500,25.7700,25.9100,48450100
2021-05-26,25.9100,26.1800,25.6500,26.0900,46252000
2021-05-25,26.4800,26.6200,25.7800,25.8400,63206400
2021-05-24,26.2800,26.5200,25.9900,26.3900,62784900
2021-05-21,26.0800,26.3100,25.9400,25.9500,81335700
2021-05-20,26.1500,26.2800,25.7200,25.9300,70987600
2021-05-19,25.8500,26.3500,25.8000,26.1500,84349300
2021-05-18,26.7000,26.8000,26.2700,26.3500,62023800
2021-05-17,26.3000,26.6600,26.2000,26.6600,82937500
2021-05-14,25.8000,26.3800,25.5500,26.2800,195808600
2021-05-13,24.7600,25.1000,24.4300,24.9900,76723900
2021-05-12,24.9500,25.5300,24.6900,24.7800,89346200
2021-05-11,24.4400,25.1700,24.3200,25.1500,73355200
2021-05-10,24.8000,24.9800,24.5800,24.7000,73594200
2021-05-07,23.6400,24.4500,23.4600,24.3800,73691000
2021-05-06,23.7100,23.8500,23.4000,23.5000,53646000
2021-05-05,23.1700,23.9500,23.1200,23.8300,75377300
2021-05-04,23.5400,23.6400,22.8800,22.8900,43705000
2021-05-03,23.8000,23.8100,23.3000,23.4300,47970600
2021-04-30,23.4000,23.9300,23.2800,23.6200,60379700
2021-04-29,24.1200,24.2900,23.4200,23.6200,49200500
2021-04-28,23.4000,24.0900,23.3600,23.9400,65861100
2021-04-27,23.8200,24.1700,23.1000,23.1000,75803200
2021-04-26,23.8500,24.0500,23.6100,23.7800,33017500
2021-04-23,23.8800,23.9400,23.5100,23.6900,59817700
2021-04-22,24.1400,24.1900,23.6500,23.7100,46186100
2021-04-20,24.3300,24.5900,23.7600,23.8200,93935900
2021-04-19,22.9500,24.8900,22.7700,24.2800,194997500
2021-04-16,23.1300,23.2400,22.8100,22.9500,59150700
2021-04-15,23.7000,23.8300,23.0200,23.0900,63513500
2021-04-14,24.2000,24.5800,23.9800,24.3500,90286200
2021-04-13,23.9800,24.1100,23.6900,23.9700,52780600
2021-04-12,23.9600,24.3700,23.7800,23.8900,50143300
2021-04-09,23.5000,23.7800,23.3700,23.6500,46820500
2021-04-08,23.9800,24.0400,23.3700,23.7000,62739100
2021-04-07,23.9400,24.3400,23.9300,24.0000,55068500
2021-04-06,24.1800,24.3700,23.9100,24.0200,45508400
2021-04-05,24.1300,24.2000,23.6800,24.0400,40178900
2021-04-01,24.2900,24.3900,23.7800,23.8900,46754100
2021-03-31,23.8000,24.2300,23.7800,24.1000,68266700
